,Total_outstanding_balance__mortg,Public_info_CCJ_ban,Public_info_CCJ_value,Time_since_most_recent_Public_In,CAIS_8_9_total,Status_3s_L6m,Years_on_ER_for_SP,Total___outstanding_CCJ_s,Total_outstanding_balance___excl,Total___of_accounts,Time_since_most_recent_outstandi
577,48,0,0,99,0,0,3,0,64,5,99
578,124,0,0,99,109,0,5,0,123,8,99
579,178,0,0,99,0,4,18,0,364,9,99
580,141,0,0,99,0,0,5,0,75,9,99
581,0,0,0,99,0,0,8,0,124,7,99
582,0,2,7,31,150,0,12,2,96,4,31
583,126,0,0,99,0,0,1,0,127,9,99
584,178,1,5,25,52,4,3,1,237,5,25
585,0,0,0,99,0,0,1,0,13,3,99
586,0,0,0,99,0,0,1,0,153,9,99
587,114,1,3,39,5,1,2,1,169,7,39
588,0,0,0,99,0,0,5,0,15,2,99
589,191,0,0,99,6,0,2,0,44,6,99
590,62,0,0,99,0,6,10,0,247,7,99
591,0,0,0,99,0,0,4,0,99,4,99
592,0,0,0,99,0,0,34,0,134,2,99
593,61,0,0,99,0,0,4,0,195,9,99
594,41,0,0,99,0,0,13,0,187,9,99
595,36,0,0,99,0,0,5,0,98,4,99
596,0,0,0,99,0,0,0,0,41,2,99
597,0,0,0,99,0,0,0,0,40,5,99
598,0,0,0,99,0,0,8,0,252,8,99
599,0,0,0,99,0,0,3,0,412,9,99
600,0,0,0,99,2,0,25,0,79,2,99
601,0,0,0,99,0,0,12,0,90,6,99
602,0,0,0,99,0,0,2,0,65,3,99
603,101,0,0,99,0,3,0,0,232,8,99
604,0,0,0,99,0,0,27,0,433,7,99
605,0,0,0,99,10,0,12,0,166,4,99
606,0,0,0,99,0,0,1,0,57,2,99
607,0,0,0,99,0,0,4,0,31,4,99
608,0,0,0,99,2,0,17,0,70,7,99
609,27,0,0,99,0,0,3,0,63,7,99
610,70,0,0,99,3,0,10,0,6,4,99
611,0,0,0,99,0,0,10,0,115,9,99
612,88,0,0,99,0,0,11,0,52,6,99
613,0,0,0,99,0,0,3,0,61,3,99
614,0,0,0,99,0,0,11,0,79,9,99
615,0,0,0,99,0,0,0,0,6,3,99
616,0,0,0,99,44,0,2,0,27,4,99
617,0,0,0,99,0,0,6,0,125,7,99
618,24,0,0,99,6,0,13,0,148,8,99
619,61,0,0,99,15,0,6,0,201,9,99
620,111,0,0,99,0,0,8,0,502,9,99
621,50,0,0,99,0,0,8,0,914,9,99
622,111,0,0,99,3,0,13,0,97,6,99
623,0,0,0,99,0,0,3,0,104,4,99
624,0,0,0,99,0,0,28,0,65,9,99
625,67,0,0,99,0,0,0,0,78,7,99
626,42,1,85,28,90,6,0,1,10,4,28
627,0,0,0,99,35,9,1,0,100,6,99
628,0,0,0,99,0,0,12,0,150,8,99
629,414,0,0,99,0,0,2,0,311,4,99
630,0,0,0,99,0,0,1,0,124,9,99
631,71,0,0,99,16,0,5,0,86,6,99
632,55,0,0,99,0,0,13,0,41,6,99
633,99,0,0,99,71,0,0,0,139,9,99
634,0,0,0,99,0,0,14,0,42,4,99
635,25,0,0,99,0,0,18,0,23,7,99
636,39,0,0,99,0,0,2,0,416,5,99
637,216,0,0,99,0,0,1,0,1,3,99
638,64,0,0,99,3,0,5,0,68,9,99
639,42,0,0,99,0,0,0,0,323,6,99
640,170,0,0,99,58,0,7,0,61,9,99
641,0,0,0,99,2,0,1,0,16,6,99
642,65,1,32,69,103,0,8,1,78,8,69
643,0,0,0,99,38,0,0,0,355,8,99
644,85,0,0,99,29,0,7,0,28,7,99
645,67,0,0,99,0,0,22,0,177,6,99
646,0,0,0,99,9,0,5,0,15,5,99
647,76,0,0,99,250,0,25,0,125,7,99
648,0,0,0,99,0,0,1,0,47,2,99
649,58,0,0,99,8,0,2,0,185,5,99
650,110,0,0,99,1,0,4,0,106,9,99
651,0,0,0,99,0,0,7,0,378,8,99
652,140,0,0,99,0,0,3,0,229,6,99
653,91,0,0,99,0,0,0,0,41,9,99
654,277,0,0,99,0,0,1,0,357,9,99
655,0,0,0,99,0,0,0,0,1,1,99
656,0,1,4,3,0,3,18,1,27,3,3
657,75,0,0,99,0,0,16,0,1,7,99
658,0,0,0,99,0,0,5,0,38,2,99
659,52,0,0,99,0,0,18,0,5,4,99
660,28,0,0,99,0,0,23,0,47,8,99
661,60,0,0,99,0,0,3,0,76,8,99
662,0,0,0,99,9,0,3,0,123,8,99
663,0,0,0,99,4,0,3,0,3,2,99
664,82,1,6,46,7,0,13,0,80,6,99
665,0,0,0,99,54,0,4,0,54,4,99
666,0,1,3,22,11,0,9,0,35,1,99
667,0,0,0,99,0,0,17,0,239,2,99
668,67,0,0,99,0,0,0,0,100,8,99
669,122,0,0,99,0,2,3,0,9,8,99
670,0,0,0,99,0,0,0,0,0,0,99
671,0,0,0,99,0,0,0,0,51,3,99
672,134,0,0,99,0,0,3,0,143,9,99
673,147,0,0,99,0,0,7,0,389,9,99
674,190,0,0,99,0,0,8,0,223,8,99
675,0,1,3,6,18,0,0,1,81,5,6
676,0,0,0,99,3,4,0,0,38,4,99
677,0,0,0,99,0,0,0,0,11,2,99
678,0,0,0,99,2,0,1,0,1,3,99
679,0,0,0,99,59,0,16,0,132,5,99
680,204,0,0,99,0,0,3,0,272,9,99
681,0,0,0,99,0,0,2,0,16,7,99
682,0,1,10,65,16,0,9,0,109,3,99
683,78,0,0,99,0,0,16,0,261,8,99
684,70,0,0,99,0,0,8,0,27,2,99
685,0,0,0,99,0,0,26,0,266,9,99
686,33,0,0,99,0,0,0,0,40,3,99
687,18,0,0,99,369,9,13,0,162,9,99
688,44,1,122,15,0,0,1,1,161,6,15
689,84,0,0,99,63,0,2,0,1,4,99
690,0,0,0,99,0,0,21,0,146,8,99
691,138,1,5,63,8,0,2,0,1,4,99
692,80,0,0,99,0,0,0,0,241,9,99
693,0,0,0,99,0,0,4,0,208,7,99
694,69,0,0,99,0,0,12,0,88,5,99
695,0,0,0,99,62,0,4,0,0,0,99
696,0,0,0,99,0,0,3,0,19,4,99
697,0,0,0,99,0,0,0,0,78,5,99
698,999,0,0,99,0,0,0,0,86,9,99
699,217,0,0,99,60,0,1,0,327,8,99
700,106,0,0,99,0,0,8,0,26,7,99
701,97,0,0,99,100,0,3,0,36,9,99
702,141,0,0,99,7,0,4,0,58,4,99
703,128,1,5,67,0,0,0,0,142,6,99
704,0,0,0,99,0,0,5,0,43,2,99
705,37,0,0,99,0,0,24,0,48,9,99
706,50,0,0,99,5,0,1,0,75,8,99
707,247,0,0,99,0,0,14,0,132,5,99
708,0,0,0,99,0,0,0,0,180,2,99
709,83,0,0,99,0,0,5,0,115,7,99
710,0,0,0,99,0,0,14,0,55,6,99
711,169,0,0,99,0,0,21,0,139,6,99
712,63,0,0,99,0,0,22,0,219,8,99
713,0,0,0,99,0,0,1,0,84,1,99
714,157,0,0,99,0,0,2,0,404,9,99
715,36,0,0,99,0,0,9,0,14,3,99
716,54,0,0,99,0,0,0,0,185,9,99
717,43,0,0,99,0,0,2,0,223,5,99
718,56,0,0,99,0,1,13,0,236,9,99
719,0,0,0,99,0,0,31,0,73,2,99
720,0,0,0,99,35,0,1,0,22,3,99
721,148,0,0,99,0,4,0,0,32,8,99
722,37,0,0,99,0,0,1,0,24,4,99
723,43,0,0,99,0,0,24,0,171,5,99
724,96,0,0,99,0,0,0,0,364,8,99
725,123,0,0,99,0,0,4,0,46,8,99
726,0,0,0,99,0,0,5,0,223,1,99
727,0,0,0,99,0,0,26,0,38,4,99
728,0,0,0,99,0,0,14,0,25,3,99
729,0,0,0,99,0,0,13,0,440,3,99
730,0,1,2,3,5,0,0,1,36,1,3
731,0,1,5,5,10,0,1,1,85,6,5
732,157,0,0,99,61,0,0,0,118,9,99
733,0,1,3,60,14,0,12,1,134,4,60
734,101,0,0,99,0,0,6,0,211,8,99
735,80,0,0,99,90,0,17,0,15,7,99
736,0,0,0,99,6,0,3,0,1,1,99
737,0,0,0,99,65,0,12,0,20,5,99
738,7,1,44,8,7,0,23,1,89,3,8
739,336,0,0,99,0,0,2,0,96,9,99
740,198,0,0,99,0,0,4,0,500,9,99
741,54,0,0,99,0,0,1,0,17,8,99
742,71,0,0,99,89,0,9,0,97,6,99
743,75,1,4,33,94,0,9,1,47,9,33
744,0,0,0,99,0,0,17,0,210,7,99
745,146,0,0,99,0,0,18,0,202,9,99
746,52,0,0,99,0,0,2,0,102,9,99
747,0,0,0,99,0,0,1,0,40,6,99
748,0,0,0,99,39,0,0,0,23,2,99
749,0,1,36,31,0,0,20,1,32,2,31
750,0,1,14,28,3,0,5,1,1,2,28
751,0,0,0,99,0,0,12,0,140,3,99
752,0,0,0,99,0,0,0,0,1,1,99
753,97,0,0,99,0,0,2,0,291,9,99
754,97,0,0,99,34,6,15,0,20,7,99
755,0,0,0,99,0,0,0,0,27,7,99
756,200,0,0,99,0,0,1,0,85,9,99
757,0,0,0,99,0,0,5,0,23,1,99
758,255,0,0,99,0,0,18,0,81,9,99
759,0,0,0,99,174,9,2,0,15,5,99
760,0,0,0,99,0,0,0,0,355,4,99
761,0,0,0,99,0,0,0,0,42,1,99
762,0,0,0,99,0,0,3,0,32,3,99
763,167,0,0,99,15,0,2,0,81,5,99
764,220,1,19,18,1,0,2,1,0,1,18
765,0,0,0,99,0,0,25,0,112,4,99
766,168,0,0,99,63,0,1,0,102,9,99
767,13,1,5,44,4,0,1,1,38,5,44
768,0,0,0,99,1,0,10,0,183,3,99
769,90,1,3,47,0,0,2,1,11,4,47
770,16,0,0,99,0,0,23,0,225,7,99
771,59,0,0,99,0,0,2,0,11,6,99
772,0,0,0,99,28,0,9,0,168,5,99
773,104,0,0,99,0,0,0,0,94,6,99
774,74,0,0,99,0,0,0,0,26,9,99
775,0,0,0,99,0,0,0,0,92,6,99
776,63,0,0,99,0,0,4,0,211,7,99
777,0,0,0,99,0,0,3,0,123,6,99
778,0,0,0,99,0,0,4,0,326,9,99
779,118,0,0,99,4,0,3,0,69,4,99
780,0,1,23,29,51,0,17,1,1,2,29
781,0,0,0,99,168,0,0,0,232,5,99
782,0,0,0,99,0,0,5,0,7,5,99
783,103,0,0,99,0,0,14,0,68,7,99
784,0,0,0,99,0,0,4,0,33,8,99
785,0,0,0,99,0,0,2,0,1,1,99
786,67,0,0,99,0,0,0,0,32,3,99
787,0,0,0,99,0,0,0,0,56,2,99
788,0,0,0,99,11,5,23,0,55,7,99
789,159,0,0,99,47,0,3,0,138,8,99
790,0,0,0,99,43,0,1,0,120,5,99
791,0,0,0,99,110,0,18,0,85,4,99
792,168,0,0,99,91,0,10,0,124,9,99
793,170,0,0,99,0,0,1,0,535,9,99
794,0,0,0,99,0,0,0,0,182,5,99
795,0,0,0,99,0,0,18,0,0,0,99
796,0,0,0,99,0,0,23,0,33,6,99
797,41,0,0,99,0,0,0,0,242,7,99
798,322,0,0,99,0,0,6,0,234,9,99
799,66,1,57,65,121,0,18,1,9,6,65
800,35,0,0,99,0,0,22,0,175,6,99
801,106,0,0,99,3,0,8,0,115,9,99
802,28,0,0,99,5,6,0,0,18,3,99
803,111,0,0,99,0,0,5,0,142,9,99
804,6,0,0,99,0,0,18,0,530,9,99
805,85,0,0,99,0,0,1,0,4,5,99
806,361,0,0,99,0,0,3,0,422,9,99
807,80,0,0,99,0,0,17,0,404,9,99
808,0,0,0,99,0,0,1,0,1,2,99
809,0,0,0,99,0,0,0,0,514,9,99
810,93,1,4,34,4,0,1,0,6,4,99
811,0,0,0,99,0,0,8,0,151,9,99
812,81,0,0,99,0,0,25,0,142,9,99
813,0,0,0,99,2,5,13,0,144,9,99
814,118,1,3,8,83,0,1,1,14,6,8
815,55,0,0,99,0,0,1,0,217,9,99
816,0,1,3,26,30,0,5,0,283,4,99
817,81,0,0,99,0,0,0,0,206,8,99
818,113,0,0,99,0,0,0,0,138,9,99
819,33,0,0,99,0,0,14,0,41,8,99
820,33,0,0,99,0,0,14,0,41,8,99
821,0,0,0,99,0,0,0,0,1,1,99
822,129,0,0,99,0,0,10,0,610,9,99
823,0,0,0,99,0,0,4,0,61,6,99
824,70,0,0,99,0,0,4,0,62,5,99
825,122,0,0,99,0,0,4,0,120,9,99
826,0,0,0,99,0,0,0,0,16,1,99
827,0,0,0,99,92,0,21,0,168,5,99
828,0,2,999,43,113,0,8,1,382,3,55
829,0,0,0,99,0,0,1,0,16,5,99
830,253,0,0,99,0,0,6,0,174,6,99
831,128,1,6,19,31,0,2,1,288,9,19
832,22,0,0,99,0,0,5,0,129,8,99
833,60,0,0,99,0,0,7,0,124,7,99
834,110,1,6,67,0,0,18,0,393,9,99
835,0,0,0,99,1,0,13,0,307,9,99
836,73,0,0,99,0,0,18,0,266,5,99
837,0,0,0,99,0,1,12,0,61,7,99
838,0,0,0,99,0,0,0,0,47,7,99
839,85,1,2,26,1,3,5,0,45,9,99
840,152,0,0,99,9,1,1,0,78,9,99
841,95,0,0,99,2,0,5,0,62,9,99
842,87,0,0,99,15,0,1,0,51,6,99
843,102,0,0,99,0,0,0,0,43,9,99
844,51,1,14,71,0,0,14,0,215,3,99
845,210,0,0,99,0,0,17,0,27,8,99
846,335,0,0,99,0,0,0,0,181,9,99
847,0,0,0,99,0,0,2,0,265,7,99
848,71,0,0,99,0,0,0,0,6,2,99
849,88,0,0,99,2,0,10,0,4,9,99
850,61,0,0,99,0,0,10,0,79,4,99
851,0,0,0,99,0,0,11,0,19,2,99
852,134,0,0,99,0,0,1,0,130,8,99
853,59,0,0,99,3,0,4,0,201,6,99
854,0,0,0,99,0,0,34,0,4,1,99
855,174,0,0,99,1,0,2,0,217,9,99
856,0,0,0,99,0,0,7,0,360,9,99
857,125,1,40,58,67,0,6,1,66,7,58
858,0,0,0,99,0,0,8,0,41,2,99
859,95,0,0,99,0,0,21,0,535,9,99
860,0,0,0,99,0,0,25,0,461,9,99
861,88,0,0,99,2,0,2,0,90,8,99
862,0,0,0,99,0,0,1,0,92,5,99
863,118,0,0,99,0,0,1,0,106,4,99
864,0,0,0,99,0,0,0,0,500,9,99
865,51,0,0,99,0,0,17,0,314,9,99
866,45,0,0,99,0,0,8,0,47,9,99
867,0,1,19,13,8,5,0,1,56,5,13
868,286,0,0,99,0,3,5,0,159,9,99
869,0,1,15,48,232,0,25,0,10,3,99
870,0,0,0,99,0,0,4,0,60,9,99
871,0,0,0,99,14,0,0,0,28,3,99
872,63,1,12,24,54,3,17,1,165,8,24
873,94,0,0,99,2,0,1,0,128,4,99
874,0,0,0,99,0,0,1,0,83,6,99
875,153,1,34,57,83,1,7,1,262,8,57
876,109,2,54,51,72,2,5,2,122,9,51
877,0,0,0,99,0,0,14,0,4,4,99
878,86,0,0,99,0,1,1,0,42,9,99
879,82,1,3,36,0,5,13,0,34,9,99
880,123,0,0,99,0,0,3,0,513,9,99
881,84,3,66,21,41,0,1,3,0,1,21
882,34,0,0,99,0,0,6,0,69,9,99
883,0,1,24,63,36,0,0,1,74,9,63
884,75,0,0,99,0,0,0,0,260,8,99
885,0,0,0,99,0,0,10,0,244,4,99
886,0,0,0,99,0,0,20,0,31,7,99
887,87,0,0,99,0,0,0,0,91,8,99
888,0,0,0,99,0,0,0,0,31,2,99
889,45,0,0,99,118,0,22,0,25,4,99
890,53,0,0,99,6,0,0,0,135,6,99
891,91,0,0,99,0,0,0,0,57,8,99
892,0,0,0,99,12,0,5,0,21,5,99
893,221,0,0,99,0,0,0,0,33,7,99
894,0,0,0,99,0,0,17,0,50,3,99
895,0,0,0,99,0,0,3,0,7,2,99
896,38,0,0,99,2,0,6,0,61,6,99
897,50,0,0,99,24,0,4,0,72,5,99
898,71,0,0,99,0,0,0,0,278,8,99
899,34,0,0,99,0,0,5,0,86,8,99
900,0,0,0,99,0,0,0,0,16,1,99
901,49,0,0,99,17,0,7,0,799,9,99
902,0,0,0,99,0,0,11,0,117,4,99
903,152,0,0,99,0,0,0,0,51,3,99
904,94,3,49,22,10,0,5,3,101,7,22
905,0,0,0,99,9,0,6,0,21,5,99
906,196,0,0,99,0,0,3,0,108,9,99
907,0,0,0,99,0,0,13,0,9,1,99
908,84,0,0,99,22,2,3,0,49,9,99
909,0,0,0,99,0,0,1,0,151,9,99
910,198,0,0,99,0,0,0,0,216,5,99
911,100,0,0,99,4,0,2,0,44,5,99
912,0,0,0,99,0,0,2,0,253,9,99
913,189,0,0,99,0,0,3,0,186,9,99
914,105,0,0,99,0,0,0,0,257,7,99
915,0,0,0,99,41,2,1,0,102,8,99
916,0,0,0,99,2,0,1,0,82,5,99
917,185,1,30,51,27,0,1,0,332,8,99
918,202,0,0,99,0,0,0,0,506,9,99
919,0,0,0,99,0,0,2,0,0,0,99
920,0,0,0,99,0,0,26,0,273,9,99
921,38,0,0,99,0,0,11,0,1,5,99
922,64,0,0,99,0,0,12,0,136,9,99
923,59,1,3,47,9,0,11,0,82,8,99
924,0,0,0,99,0,0,4,0,1,3,99
925,0,0,0,99,0,0,23,0,38,6,99
926,46,2,46,1,57,4,2,2,156,6,1
927,32,0,0,99,0,0,9,0,93,2,99
928,184,0,0,99,16,0,4,0,663,9,99
929,117,0,0,99,0,0,4,0,220,9,99
930,0,0,0,99,0,0,0,0,80,6,99
931,0,0,0,99,5,0,5,0,159,7,99
932,135,0,0,99,0,0,6,0,102,9,99
933,58,0,0,99,3,0,3,0,34,6,99
934,34,0,0,99,0,0,28,0,138,9,99
935,84,0,0,99,0,0,1,0,154,5,99
936,50,0,0,99,2,1,0,0,30,7,99
937,129,0,0,99,12,0,1,0,1,3,99
938,108,0,0,99,0,0,2,0,69,8,99
939,0,0,0,99,0,0,27,0,373,7,99
940,82,0,0,99,0,0,2,0,37,5,99
941,3,0,0,99,0,0,25,0,18,4,99
942,0,0,0,99,0,0,6,0,4,1,99
943,104,0,0,99,0,0,0,0,57,9,99
944,62,0,0,99,0,0,9,0,223,9,99
945,0,0,0,99,0,0,0,0,291,6,99
946,19,0,0,99,0,0,12,0,14,9,99
947,58,0,0,99,0,0,9,0,7,4,99
948,171,0,0,99,0,0,0,0,242,9,99
949,119,0,0,99,0,0,0,0,589,9,99
950,0,0,0,99,0,0,30,0,1,1,99
951,0,0,0,99,0,0,11,0,145,3,99
952,0,0,0,99,0,0,12,0,10,3,99
953,0,7,108,10,321,0,0,7,21,5,10
954,0,0,0,99,0,0,6,0,109,8,99
955,0,0,0,99,0,0,4,0,101,7,99
956,139,0,0,99,0,0,4,0,361,9,99
957,0,0,0,99,2,0,10,0,121,4,99
958,27,0,0,99,0,0,0,0,109,5,99
959,166,0,0,99,0,0,10,0,323,9,99
960,33,0,0,99,6,0,2,0,60,5,99
961,29,0,0,99,0,0,6,0,65,5,99
962,75,0,0,99,65,0,11,0,220,9,99
963,0,0,0,99,0,0,3,0,81,3,99
964,44,0,0,99,11,0,3,0,219,7,99
965,12,0,0,99,0,0,20,0,506,9,99
966,0,0,0,99,0,0,21,0,119,6,99
967,94,0,0,99,0,0,11,0,110,5,99
968,0,1,11,51,11,0,8,0,4,2,99
969,66,0,0,99,0,0,4,0,135,7,99
970,98,0,0,99,0,0,5,0,37,4,99
971,135,0,0,99,0,0,5,0,270,9,99
972,122,0,0,99,0,0,0,0,53,4,99
973,117,0,0,99,0,0,11,0,369,9,99
974,70,1,3,61,19,2,10,0,82,9,99
975,257,0,0,99,0,0,2,0,364,7,99
976,19,0,0,99,0,0,34,0,17,9,99
977,92,0,0,99,0,0,0,0,14,4,99
978,0,0,0,99,0,0,34,0,79,3,99
979,36,0,0,99,3,0,16,0,77,8,99
980,25,0,0,99,0,0,21,0,52,5,99
981,105,0,0,99,0,0,4,0,307,9,99
982,0,0,0,99,11,0,25,0,128,4,99
983,0,0,0,99,0,0,7,0,31,2,99
984,236,0,0,99,0,0,1,0,491,7,99
985,24,0,0,99,0,0,3,0,73,9,99
986,225,0,0,99,0,0,9,0,114,8,99
987,87,0,0,99,0,0,0,0,19,9,99
988,240,0,0,99,0,0,2,0,386,7,99
989,0,0,0,99,0,0,0,0,94,3,99
990,0,0,0,99,0,0,31,0,189,3,99
991,134,0,0,99,0,0,6,0,365,9,99
992,74,0,0,99,0,0,15,0,526,9,99
993,0,0,0,99,0,0,4,0,106,9,99
994,108,0,0,99,0,0,11,0,91,8,99
995,0,0,0,99,0,0,1,0,182,3,99
996,195,0,0,99,0,0,10,0,79,7,99
997,70,0,0,99,0,0,6,0,6,4,99
998,0,0,0,99,0,0,5,0,81,3,99
999,65,0,0,99,0,0,4,0,41,6,99
1000,79,0,0,99,0,0,3,0,172,8,99
1001,31,0,0,99,0,0,21,0,158,9,99
1002,0,0,0,99,0,0,14,0,95,9,99
1003,209,0,0,99,27,6,3,0,534,9,99
1004,0,0,0,99,0,0,1,0,80,4,99
1005,104,0,0,99,0,0,3,0,340,8,99
1006,0,0,0,99,0,0,3,0,37,2,99
1007,101,0,0,99,13,0,17,0,0,1,99
1008,0,0,0,99,0,0,9,0,104,2,99
1009,0,0,0,99,0,2,27,0,67,4,99
1010,0,0,0,99,0,0,13,0,44,9,99
1011,0,0,0,99,12,1,1,0,14,2,99
1012,25,0,0,99,0,0,15,0,100,4,99
1013,160,0,0,99,0,0,20,0,47,9,99
1014,319,0,0,99,0,0,0,0,723,9,99
1015,44,2,100,30,34,0,21,2,88,9,30
1016,76,1,4,3,0,0,0,1,243,9,3
1017,87,0,0,99,0,0,1,0,260,9,99
1018,38,0,0,99,11,2,9,0,106,9,99
1019,0,0,0,99,0,0,1,0,113,3,99
1020,123,0,0,99,0,0,0,0,1,3,99
1021,0,0,0,99,0,0,0,0,31,9,99
1022,0,0,0,99,13,2,5,0,80,2,99
1023,0,0,0,99,0,0,0,0,332,9,99
1024,0,0,0,99,0,0,1,0,37,3,99
1025,2,0,0,99,0,0,22,0,65,4,99
1026,0,0,0,99,0,0,0,0,5,2,99
1027,104,0,0,99,0,0,14,0,154,9,99
1028,0,0,0,99,0,0,0,0,54,6,99
1029,93,0,0,99,0,0,0,0,158,3,99
1030,0,0,0,99,5,1,1,0,139,6,99
1031,75,0,0,99,10,0,0,0,65,6,99
1032,89,0,0,99,41,0,16,0,8,6,99
1033,0,0,0,99,0,0,14,0,6,1,99
1034,84,0,0,99,0,0,4,0,181,9,99
1035,0,0,0,99,0,0,3,0,72,7,99
1036,89,0,0,99,0,0,15,0,90,9,99
1037,0,0,0,99,0,0,17,0,198,8,99
1038,236,0,0,99,0,0,0,0,109,4,99
1039,0,0,0,99,0,0,0,0,10,3,99
1040,0,0,0,99,0,0,0,0,0,0,99
1041,0,0,0,99,0,0,7,0,24,4,99
1042,0,0,0,99,0,0,0,0,44,3,99
1043,0,0,0,99,0,2,0,0,69,2,99
1044,0,0,0,99,0,0,1,0,1,1,99
1045,0,0,0,99,0,0,0,0,289,4,99
1046,0,0,0,99,19,0,8,0,37,2,99
1047,0,0,0,99,0,0,0,0,3,1,99
1048,0,0,0,99,0,0,6,0,108,9,99
1049,88,0,0,99,77,3,9,0,10,9,99
1050,115,2,38,8,9,0,0,2,331,9,8
1051,127,0,0,99,0,0,2,0,94,9,99
1052,18,0,0,99,89,9,18,0,458,8,99
1053,0,1,2,15,0,0,1,0,23,3,99
1054,61,0,0,99,12,0,12,0,239,9,99
1055,0,0,0,99,0,0,31,0,417,7,99
1056,79,0,0,99,0,1,2,0,130,9,99
1057,42,0,0,99,15,4,0,0,112,6,99
1058,0,0,0,99,0,0,3,0,132,9,99
1059,0,0,0,99,0,0,4,0,44,4,99
1060,0,0,0,99,0,0,0,0,5,4,99
1061,0,1,3,53,31,0,9,1,46,4,53
1062,0,0,0,99,27,0,17,0,25,3,99
1063,0,0,0,99,0,0,10,0,259,8,99
1064,188,0,0,99,0,0,1,0,123,8,99
1065,147,0,0,99,0,0,3,0,173,9,99
1066,47,0,0,99,1,0,0,0,5,3,99
1067,0,0,0,99,3,0,21,0,62,3,99
1068,0,0,0,99,0,0,7,0,176,7,99
1069,0,0,0,99,0,1,3,0,4,1,99
1070,0,0,0,99,32,0,0,0,14,4,99
1071,159,0,0,99,0,0,0,0,233,9,99
1072,0,0,0,99,26,0,3,0,5,1,99
1073,72,0,0,99,15,0,0,0,17,5,99
1074,0,0,0,99,0,0,0,0,157,3,99
1075,121,0,0,99,0,0,2,0,377,6,99
1076,146,0,0,99,0,0,9,0,28,4,99
1077,0,0,0,99,0,0,9,0,139,6,99
1078,0,0,0,99,0,0,27,0,11,1,99
1079,57,3,22,12,1,0,7,2,133,6,22
1080,0,1,22,54,1,2,11,1,153,7,54
1081,28,0,0,99,5,1,26,0,460,7,99
1082,71,0,0,99,0,0,5,0,32,9,99
1083,0,0,0,99,0,0,1,0,132,8,99
1084,0,1,6,41,21,0,4,0,7,3,99
1085,36,0,0,99,0,0,22,0,85,6,99
1086,43,0,0,99,3,0,16,0,34,4,99
1087,0,0,0,99,0,0,2,0,33,1,99
1088,55,0,0,99,10,0,5,0,24,3,99
1089,0,0,0,99,0,0,7,0,2,6,99
1090,0,0,0,99,0,0,7,0,291,6,99
1091,0,0,0,99,0,0,13,0,258,2,99
1092,51,0,0,99,9,0,15,0,54,5,99
1093,118,0,0,99,0,0,0,0,40,5,99
1094,0,0,0,99,0,0,6,0,218,8,99
1095,144,1,28,10,69,0,0,1,1,4,10
1096,64,0,0,99,0,0,0,0,15,9,99
1097,0,0,0,99,0,0,0,0,219,9,99
1098,92,1,50,5,10,2,17,1,148,5,5
1099,76,0,0,99,0,0,7,0,80,7,99
1100,0,0,0,99,0,0,12,0,32,2,99
1101,0,0,0,99,31,0,18,0,253,3,99
1102,51,0,0,99,14,0,13,0,56,7,99
1103,56,2,4,21,4,0,4,2,0,1,21
1104,45,0,0,99,2,2,0,0,254,8,99
1105,44,0,0,99,0,0,18,0,3,3,99
1106,100,0,0,99,0,0,5,0,174,9,99
1107,0,0,0,99,9,0,0,0,302,4,99
1108,0,0,0,99,5,0,1,0,53,2,99
1109,0,0,0,99,0,0,1,0,130,3,99
1110,0,0,0,99,0,0,0,0,0,0,99
1111,75,5,28,11,43,9,1,5,9,4,11
1112,94,0,0,99,36,0,1,0,368,8,99
1113,105,5,999,50,415,0,8,1,1,5,52
1114,0,0,0,99,11,0,1,0,56,7,99
1115,0,0,0,99,4,0,0,0,0,0,99
1116,0,1,6,31,0,0,0,1,0,0,31
1117,136,0,0,99,5,0,7,0,54,3,99
1118,0,0,0,99,1,0,2,0,23,8,99
1119,346,0,0,99,0,0,0,0,158,9,99
1120,0,0,0,99,0,0,15,0,94,9,99
1121,133,3,454,12,474,0,7,0,7,5,99
1122,69,0,0,99,0,0,13,0,77,5,99
1123,126,0,0,99,9,0,0,0,57,7,99
1124,0,0,0,99,0,0,0,0,1,2,99
1125,52,1,49,57,52,0,5,1,93,7,57
1126,0,0,0,99,0,0,0,0,1,2,99
1127,184,0,0,99,0,0,1,0,375,9,99
1128,5,1,99,39,0,0,14,0,1,2,99
1129,156,0,0,99,0,0,2,0,266,9,99
1130,0,0,0,99,0,1,13,0,57,9,99
1131,93,0,0,99,0,0,4,0,312,7,99
1132,0,0,0,99,0,9,0,0,267,6,99
1133,0,0,0,99,0,1,3,0,13,2,99
1134,0,0,0,99,0,0,2,0,33,7,99
1135,57,1,29,22,0,0,2,1,130,6,22
1136,154,0,0,99,4,0,1,0,43,8,99
1137,0,0,0,99,0,1,2,0,111,5,99
1138,133,0,0,99,0,0,13,0,3,5,99
1139,68,0,0,99,11,1,5,0,86,7,99
1140,0,0,0,99,0,0,0,0,0,0,99
1141,78,0,0,99,0,0,7,0,138,8,99
1142,0,3,11,19,4,0,6,1,33,3,19
1143,0,0,0,99,0,0,1,0,414,7,99
1144,41,0,0,99,0,0,5,0,106,6,99
1145,86,2,10,5,11,0,2,2,21,4,5
1146,37,0,0,99,0,0,13,0,195,9,99
1147,0,0,0,99,0,0,11,0,89,8,99
